##############################
Log started on 10/31/2025 10:25:00 AM

10/31/2025 10:25:48 AM: : Owner 0x152C3 "NickCage" ('Admin') used command 'buildworld '
10/31/2025 11:44:24 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:44:36 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:44:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:44:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:44:52 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:28 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:32 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:50 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:54 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:45:59 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:46:05 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:46:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:46:26 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:46:27 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:46:29 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:46:52 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:04 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:08 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:41 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:55 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:47:58 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:48:02 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:48:06 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:48:16 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 11:48:21 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:48:36 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:48:38 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:48:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:48:43 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:48:47 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:49:14 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'epurge '
10/31/2025 11:49:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:49:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:49:46 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:50:02 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:50:28 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:50:34 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:50:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:50:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:13 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:19 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:27 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:31 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:51:33 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'epurge '
10/31/2025 11:51:35 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:51:36 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:52:11 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:52:16 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:52:24 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:53:06 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:53:10 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:53:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:53:28 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:54:16 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:54:19 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:54:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:54:29 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 11:54:33 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:54:37 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:55:55 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:02 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:09 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:10 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'epurge '
10/31/2025 11:56:46 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:48 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:49 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:56:54 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:19 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:23 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:34 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'epurge '
10/31/2025 11:57:35 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:57:36 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:57:40 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:44 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:47 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:49 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:53 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:57 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:57:59 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:02 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:05 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:08 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:11 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:14 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'eforce '
10/31/2025 11:58:14 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 11:58:46 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'c '
10/31/2025 11:58:51 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkwrath '
10/31/2025 11:58:55 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkwrath '
10/31/2025 11:58:58 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkhellfire '
10/31/2025 11:59:03 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:59:06 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkhellfire '
10/31/2025 11:59:09 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkwrath '
10/31/2025 11:59:10 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:59:13 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 11:59:14 AM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkhellfire '
10/31/2025 11:59:17 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 11:59:24 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 11:59:57 AM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:02 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:06 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:09 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 12:00:11 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:14 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:16 PM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkwrath '
10/31/2025 12:00:18 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:19 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 12:00:20 PM: 179.191.139.13: Player 0xD2FE0 "DeathspeakerDarq" ('bidogoz') used command 'dkwrath '
10/31/2025 12:00:20 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 12:00:23 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'erestoration '
10/31/2025 12:00:29 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:00:40 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 12:00:41 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'esummon '
10/31/2025 12:01:01 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:01:04 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:01:31 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:01:32 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:01:39 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:01:44 PM: 177.37.153.13: Player 0x41D8D "Menelif" ('menelif') used command 'ebarrage '
10/31/2025 12:02:11 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:13 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:14 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:14 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:15 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:15 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:15 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:15 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:16 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:16 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:18 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:18 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:18 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:18 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:18 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:19 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:19 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:19 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:19 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:19 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:20 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:20 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:20 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:20 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:22 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:22 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:22 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:22 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
10/31/2025 12:02:22 PM: 179.191.139.13: Owner 0x1 "Dungeon Master" ('Admin') used command 'teleport '
